iter	Passed	Remaining
462	5315	6165
463	5325	6152
464	5337	6141
465	5348	6129
466	5360	6118
467	5373	6108
468	5388	6100
469	5400	6090
470	5411	6078
471	5422	6065
472	5432	6052
473	5443	6041
474	5454	6029
475	5472	6024
476	5490	6020
477	5504	6011
478	5515	5999
479	5527	5988
480	5539	5977
481	5551	5966
482	5563	5954
483	5575	5943
484	5586	5932
485	5599	5921
486	5610	5910
487	5621	5898
488	5632	5885
489	5643	5873
490	5654	5861
491	5664	5848
492	5675	5836
493	5685	5823
494	5696	5811
495	5707	5799
496	5717	5786
497	5728	5774
498	5738	5761
499	5749	5749
500	5759	5736
501	5769	5723
502	5780	5711
503	5790	5698
504	5802	5687
505	5812	5675
506	5823	5662
507	5833	5649
508	5843	5637
509	5854	5624
510	5864	5612
511	5875	5600
512	5885	5587
513	5896	5575
514	5906	5562
515	5916	5549
516	5927	5537
517	5936	5524
518	5947	5512
519	5958	5499
520	5965	5484
521	5973	5469
522	5983	5457
523	5994	5445
524	6005	5433
525	6017	5422
526	6025	5408
527	6035	5395
528	6047	5384
529	6057	5371
530	6067	5358
531	6077	5346
532	6087	5333
533	6097	5320
534	6106	5307
535	6114	5292
536	6121	5277
537	6131	5265
538	6141	5252
539	6151	5240
540	6161	5227
541	6171	5214
542	6181	5202
543	6192	5190
544	6202	5178
545	6212	5165
546	6224	5154
547	6239	5146
548	6251	5135
549	6265	5126
550	6276	5114
551	6287	5102
552	6298	5091
553	6309	5079
554	6320	5067
555	6328	5053
556	6340	5043
557	6354	5033
558	6368	5023
559	6379	5012
560	6389	5000
561	6401	4989
562	6411	4976
563	6421	4964
564	6433	4953
565	6445	4942
566	6458	4932
567	6471	4921
568	6485	4912
569	6499	4903
570	6512	4892
571	6525	4882
572	6537	4871
573	6550	4861
574	6562	4850
575	6577	4841
576	6590	4831
577	6602	4820
578	6615	4810
579	6627	4799
580	6638	4787
581	6650	4776
582	6661	4765
583	6671	4752
584	6680	4739
585	6693	4728
586	6707	4719
587	6718	4707
588	6731	4697
589	6747	4689
590	6759	4677
591	6769	4665
592	6784	4656
593	6795	4644
594	6808	4634
595	6821	4624
596	6830	4611
597	6842	4600
598	6854	4588
599	6865	4576
600	6875	4564
601	6885	4552
602	6895	4539
603	6905	4527
604	6915	4515
605	6925	4503
606	6936	4490
607	6947	4479
608	6958	4467
609	6973	4458
610	6985	4447
611	6998	4437
612	7010	4425
613	7021	4413
614	7031	4401
615	7041	4389
616	7051	4377
617	7061	4364
618	7069	4351
619	7081	4340
620	7092	4328
621	7102	4316
622	7119	4308
623	7135	4299
624	7146	4287
625	7158	4276
626	7168	4264
627	7181	4253
628	7190	4241
629	7200	4229
630	7210	4216
631	7220	4204
632	7230	4191
633	7242	4181
634	7252	4168
635	7262	4156
636	7270	4143
637	7281	4131
638	7288	4117
639	7297	4104
640	7306	4092
641	7315	4079
642	7323	4066
643	7332	4053
644	7344	4042
645	7357	4031
646	7371	4021
647	7381	4009
648	7390	3997
649	7399	3984
650	7408	3971
651	7417	3959
652	7428	3947
653	7439	3935
654	7449	3923
655	7458	3911
656	7470	3899
657	7478	3887
658	7486	3873
659	7494	3860
660	7503	3848
661	7513	3836
662	7522	3823
663	7532	3811
664	7541	3799
665	7549	3786
666	7557	3773
667	7565	3759
668	7575	3747
669	7586	3736
670	7596	3724
671	7606	3712
672	7614	3699
673	7625	3688
674	7635	3676
675	7644	3663
676	7655	3652
677	7665	3640
678	7673	3627
679	7683	3615
680	7691	3602
681	7701	3590
682	7708	3577
683	7718	3566
684	7726	3553
685	7736	3541
686	7749	3530
687	7757	3517
688	7768	3506
689	7779	3495
690	7788	3482
691	7797	3470
692	7806	3458
693	7813	3445
694	7821	3432
695	7829	3419
696	7841	3408
697	7848	3395
698	7858	3384
699	7866	3371
700	7875	3359
701	7886	3347
702	7897	3336
703	7909	3325
704	7918	3313
705	7925	3300
706	7933	3287
707	7941	3275
708	7948	3262
709	7956	3249
710	7964	3237
711	7971	3224
712	7981	3212
713	7989	3200
714	7998	3188
715	8006	3175
716	8014	3163
717	8022	3150
718	8029	3138
719	8040	3126
720	8048	3114
721	8056	3101
722	8063	3089
723	8072	3077
724	8079	3064
725	8089	3052
726	8098	3041
727	8109	3029
728	8121	3019
729	8133	3008
730	8146	2997
731	8160	2987
732	8169	2975
733	8177	2963
734	8187	2951
735	8198	2940
736	8209	2929
737	8217	2917
738	8226	2905
739	8234	2893
740	8241	2880
741	8251	2869
742	8258	2856
743	8265	2844
744	8273	2831
745	8280	2819
746	8291	2808
747	8299	2795
748	8305	2783
749	8312	2770
750	8323	2759
751	8336	2749
752	8347	2738
753	8355	2726
754	8365	2714
755	8378	2704
756	8386	2692
757	8395	2680
758	8404	2668
759	8412	2656
760	8420	2644
761	8429	2632
762	8437	2620
763	8445	2608
764	8452	2596
765	8460	2584
766	8468	2572
767	8476	2560
768	8483	2548
769	8493	2537
770	8504	2525
771	8514	2514
772	8522	2502
773	8531	2491
774	8541	2479
775	8548	2467
776	8558	2456
777	8569	2445
778	8576	2433
779	8584	2421
780	8594	2409
781	8604	2398
782	8611	2386
783	8618	2374
784	8628	2363
785	8636	2351
786	8643	2339
787	8653	2328
788	8662	2316
789	8674	2306
790	8683	2294
791	8694	2283
792	8705	2272
793	8713	2260
794	8722	2249
795	8734	2238
796	8742	2226
797	8749	2214
798	8757	2203
799	8765	2191
800	8776	2180
801	8792	2170
802	8803	2159
803	8813	2148
804	8826	2138
805	8834	2126
806	8842	2114
807	8855	2104
808	8865	2093
809	8873	2081
810	8882	2070
811	8893	2059
812	8905	2048
813	8915	2037
814	8922	2025
815	8930	2013
816	8938	2002
817	8948	1991
818	8957	1979
819	8968	1968
820	8977	1957
821	8985	1945
822	8992	1934
823	9000	1922
824	9010	1911
825	9018	1899
826	9026	1888
827	9036	1877
828	9048	1866
829	9061	1856
830	9072	1845
831	9080	1833
832	9091	1822
833	9102	1811
834	9109	1800
835	9118	1788
836	9126	1777
837	9135	1766
838	9142	1754
839	9149	1742
840	9157	1731
841	9165	1719
842	9173	1708
843	9179	1696
844	9190	1685
845	9202	1675
846	9213	1664
847	9226	1653
848	9237	1642
849	9248	1632
850	9255	1620
851	9264	1609
852	9272	1597
853	9280	1586
854	9290	1575
855	9300	1564
856	9307	1553
857	9318	1542
858	9328	1531
859	9338	1520
860	9349	1509
861	9360	1498
862	9374	1488
863	9385	1477
864	9394	1466
865	9403	1454
866	9415	1444
867	9426	1433
868	9434	1422
869	9441	1410
870	9449	1399
871	9456	1388
872	9463	1376
873	9471	1365
874	9478	1354
875	9486	1342
876	9496	1331
877	9502	1320
878	9510	1309
879	9517	1297
880	9524	1286
881	9532	1275
882	9540	1264
883	9547	1252
884	9559	1242
885	9573	1231
886	9585	1221
887	9599	1210
888	9609	1199
889	9617	1188
890	9628	1177
891	9637	1166
892	9646	1155
893	9658	1145
894	9666	1134
895	9677	1123
896	9685	1112
897	9696	1101
898	9705	1090
899	9714	1079
900	9722	1068
901	9729	1057
902	9736	1045
903	9744	1034
904	9751	1023
905	9759	1012
906	9769	1001
907	9778	990
908	9786	979
909	9794	968
910	9802	957
911	9810	946
912	9817	935
913	9829	924
914	9836	913
915	9844	902
916	9851	891
917	9858	880
918	9866	869
919	9874	858
920	9881	847
921	9888	836
922	9896	825
923	9903	814
924	9911	803
925	9921	792
926	9929	781
927	9936	770
928	9943	759
929	9953	749
930	9960	738
931	9968	727
932	9978	716
933	9986	705
934	9996	694
935	10007	684
936	10017	673
937	10027	662
938	10037	652
939	10047	641
940	10055	630
941	10062	619
942	10073	608
943	10084	598
944	10091	587
945	10102	576
946	10109	565
947	10119	555
948	10127	544
949	10137	533
950	10147	522
951	10154	512
952	10162	501
953	10170	490
954	10177	479
955	10188	468
956	10195	458
957	10203	447
958	10214	436
959	10221	425
960	10229	415
961	10240	404
962	10246	393
963	10257	383
964	10263	372
965	10270	361
966	10277	350
967	10285	340
968	10292	329
969	10299	318
970	10306	307
971	10316	297
972	10324	286
973	10334	275
974	10344	265
975	10357	254
976	10369	244
977	10379	233
978	10387	222
979	10398	212
980	10405	201
981	10412	190
982	10420	180
983	10427	169
984	10436	158
985	10444	148
986	10452	137
987	10460	127
988	10467	116
989	10474	105
990	10484	95
991	10491	84
992	10499	74
993	10507	63
994	10514	52
995	10522	42
996	10530	31
997	10537	21
998	10546	10
999	10554	0
