iter	Logloss
0	0.6119299716
1	0.5513806568
2	0.4999761962
3	0.4568134937
4	0.4112314853
5	0.3704984767
6	0.3472913108
7	0.320826754
8	0.29143547
9	0.2724643001
10	0.2559532335
11	0.2442487642
12	0.2302758523
13	0.2162984327
14	0.2074973388
15	0.2005951151
16	0.1892307401
17	0.1807804313
18	0.1742520741
19	0.1667795256
20	0.1616377941
21	0.157326164
22	0.1507840827
23	0.1462580033
24	0.1413806241
25	0.1385665217
26	0.1323757941
27	0.1304696274
28	0.1270113366
29	0.1238716041
30	0.1202959233
31	0.1185160831
32	0.1156673469
33	0.1135613787
34	0.1106954568
35	0.1084888377
36	0.1065680674
37	0.1042623266
38	0.1023312681
39	0.1010273602
40	0.09987868583
41	0.09751512554
42	0.09588134663
43	0.09332972099
44	0.09228113094
45	0.0912452232
46	0.08976838294
47	0.08763412654
48	0.08621313954
49	0.08441083266
50	0.08342865134
51	0.08187176514
52	0.08087734106
53	0.07989940319
54	0.07832610973
55	0.0777159257
56	0.07709549317
57	0.07515841656
58	0.07427272015
59	0.07367041107
60	0.07293947763
61	0.07154052325
62	0.07072688183
63	0.06967197653
64	0.06828260922
65	0.06788424075
66	0.06724674909
67	0.06651497732
68	0.06571868163
69	0.0649788445
70	0.0639368681
71	0.06298113406
72	0.06258950893
73	0.06224072337
74	0.06195820191
75	0.06092466993
76	0.06004879911
77	0.05940502548
78	0.05904944641
79	0.05872900211
80	0.05846892448
81	0.05799154183
82	0.05734900874
83	0.05653457115
84	0.05615027078
85	0.05587304746
86	0.05558663171
87	0.05521923546
88	0.05467983398
89	0.05406156085
90	0.05378038047
91	0.05314596279
92	0.0529395889
93	0.05216160742
94	0.05195930813
95	0.05176102343
96	0.05157709211
97	0.05129340184
98	0.0511193176
99	0.05098242184
100	0.05044412918
101	0.05006910313
102	0.04961102786
103	0.04932864608
104	0.04880217765
105	0.0486018802
106	0.04837687434
107	0.0480728019
108	0.04795611448
109	0.04763228124
110	0.04733180237
111	0.04715885381
112	0.04669059274
113	0.04638476533
114	0.04599192341
115	0.04587238447
116	0.04547924869
117	0.04524410839
118	0.04500783981
119	0.0448276704
120	0.04452241085
121	0.04432247919
122	0.04408973641
123	0.04399609301
124	0.04388902912
125	0.04353034594
126	0.04319696062
127	0.04274359731
128	0.0426415807
129	0.04235171278
130	0.04206923244
131	0.04183883019
132	0.04158899027
133	0.04128504071
134	0.04105981024
135	0.04094313799
136	0.04078434361
137	0.04066470296
138	0.04045883649
139	0.04037201922
140	0.04016352156
141	0.04001663292
142	0.0398692845
143	0.03967647381
144	0.0395227174
145	0.039445812
146	0.03927820272
147	0.03910071308
148	0.03895581459
149	0.0388716536
150	0.03872551836
151	0.0385380516
152	0.03842844653
153	0.03834712838
154	0.03820678428
155	0.03807557464
156	0.03787432177
157	0.037710035
158	0.03749040686
159	0.03741319324
160	0.0373308679
161	0.0371677044
162	0.0371309577
163	0.03699938232
164	0.03691273095
165	0.03659069652
166	0.03648730018
167	0.03631921368
168	0.03625347212
169	0.03608298253
170	0.03601802385
171	0.03585380377
172	0.03581379414
173	0.03559837055
174	0.03552971021
175	0.03525130141
176	0.0351495545
177	0.03506602026
178	0.03500061419
179	0.03487912782
180	0.03480733377
181	0.03474199709
182	0.03461969082
183	0.03455170943
184	0.03440706078
185	0.03430032673
186	0.03423888229
187	0.03393697669
188	0.03382979903
189	0.03368522108
190	0.03358673403
191	0.03353030911
192	0.03342462847
193	0.03338878469
194	0.03323926099
195	0.03312676972
196	0.03308400577
197	0.03297700467
198	0.03292139382
199	0.03284173085
200	0.03275647615
201	0.03260654329
202	0.03245503268
203	0.03242110447
204	0.03228336854
205	0.03219767355
206	0.03208451879
207	0.03202472821
208	0.03190005316
209	0.03181596251
210	0.03161060067
211	0.03156238135
212	0.03150059152
213	0.03145589894
214	0.03141607741
215	0.03133614896
216	0.03126155433
217	0.03121676686
218	0.03113322761
219	0.03105889402
220	0.03100418461
221	0.03091223261
222	0.03073140409
223	0.03069202384
224	0.03067967206
225	0.03059896272
226	0.03055685227
227	0.03045382201
228	0.03044111221
229	0.03031920651
230	0.0302421074
231	0.03019413817
232	0.03015838438
233	0.03007889381
234	0.02998299269
235	0.02995461617
236	0.02984735385
237	0.02976929591
238	0.02972924695
239	0.02969939014
240	0.02964918334
241	0.02956065025
242	0.02947683784
243	0.02937660259
244	0.0292717068
245	0.02914552316
246	0.02902503039
247	0.02899206084
248	0.02894924184
249	0.02884004216
250	0.02881287283
251	0.02875787854
252	0.02871891732
253	0.02866036533
254	0.02856773829
255	0.02854226543
256	0.02849828524
257	0.02834754262
258	0.02832391113
259	0.02829776002
260	0.02826309805
261	0.02822972776
262	0.02819982892
263	0.02806726995
264	0.02797499269
265	0.02791999603
266	0.02789536504
267	0.02777847242
268	0.0276952698
269	0.02767356378
270	0.02762949959
271	0.02758777049
272	0.02756900381
273	0.02744755725
274	0.02741401576
275	0.02737137696
276	0.02733389013
277	0.02730679878
278	0.02727742597
279	0.02723714322
280	0.02720287634
281	0.02714162578
282	0.02708311892
283	0.02705582433
284	0.02702410845
285	0.02695127263
286	0.02692785743
287	0.02683044371
288	0.02680325702
289	0.02675196472
290	0.02673110651
291	0.02670406778
292	0.02654351607
293	0.0264637018
294	0.02643351214
295	0.02639738303
296	0.02636552991
297	0.0263493619
298	0.02628773046
299	0.02625342152
300	0.0261845619
301	0.02616993587
302	0.02609936918
303	0.0260286632
304	0.0259784655
305	0.02596416442
306	0.0259469735
307	0.02588405842
308	0.02582834786
309	0.02576021203
310	0.02566814006
311	0.02562969268
312	0.02559277592
313	0.02549623674
314	0.02542620181
315	0.02541375578
316	0.02539118937
317	0.02536769474
318	0.02533264122
319	0.02523576648
320	0.02517386449
321	0.02513296397
322	0.02500306071
323	0.02494400053
324	0.02492868301
325	0.02487516646
326	0.02485437288
327	0.02480547052
328	0.02476763319
329	0.02475416494
330	0.02475413416
331	0.02475411827
332	0.024668783
